Date,Open,High,Low,Close,Adj Close,Volume
2022-10-12,6076.000000,6100.000000,6071.000000,6098.000000,6098.000000,3900
2022-10-13,6138.000000,6149.000000,6123.000000,6129.000000,6129.000000,3550
2022-10-14,6160.000000,6160.000000,6114.000000,6148.000000,6148.000000,3420
2022-10-17,6111.000000,6139.000000,6105.000000,6136.000000,6136.000000,1610
2022-10-18,6139.000000,6173.000000,6137.000000,6157.000000,6157.000000,4970
2022-10-19,6155.000000,6160.000000,6141.000000,6141.000000,6141.000000,1930
2022-10-20,6085.000000,6116.000000,6077.000000,6105.000000,6105.000000,3440
2022-10-21,6100.000000,6107.000000,6082.000000,6082.000000,6082.000000,1280
2022-10-24,6150.000000,6170.000000,6141.000000,6168.000000,6168.000000,1510
2022-10-25,6147.000000,6153.000000,6131.000000,6131.000000,6131.000000,2700
2022-10-26,6115.000000,6147.000000,6104.000000,6134.000000,6134.000000,5810
2022-10-27,6088.000000,6093.000000,6050.000000,6050.000000,6050.000000,1870
2022-10-28,6080.000000,6099.000000,6072.000000,6072.000000,6072.000000,1670
2022-10-31,6071.000000,6082.000000,6060.000000,6060.000000,6060.000000,3140
2022-11-01,6068.000000,6080.000000,6056.000000,6066.000000,6066.000000,1680
2022-11-02,6086.000000,6096.000000,6070.000000,6080.000000,6080.000000,2080
2022-11-04,6039.000000,6082.000000,6030.000000,6077.000000,6077.000000,1490
2022-11-07,6130.000000,6155.000000,6130.000000,6142.000000,6142.000000,4310
2022-11-08,6140.000000,6140.000000,6117.000000,6117.000000,6117.000000,39150
2022-11-09,6212.000000,6230.000000,6197.000000,6224.000000,6224.000000,6550
2022-11-10,6232.000000,6257.000000,6232.000000,6254.000000,6254.000000,3640
2022-11-11,6215.000000,6237.000000,6199.000000,6232.000000,6232.000000,14930
2022-11-14,6162.000000,6162.000000,6128.000000,6148.000000,6148.000000,13870
2022-11-15,6195.000000,6228.000000,6195.000000,6227.000000,6227.000000,4170
2022-11-16,6197.000000,6219.000000,6192.000000,6203.000000,6203.000000,2850
2022-11-17,6187.000000,6188.000000,6150.000000,6150.000000,6150.000000,2950
2022-11-18,6185.000000,6187.000000,6161.000000,6173.000000,6173.000000,2240
2022-11-21,6152.000000,6152.000000,6122.000000,6137.000000,6137.000000,1890
2022-11-22,6174.000000,6188.000000,6173.000000,6184.000000,6184.000000,1560
2022-11-24,6106.000000,6118.000000,6084.000000,6092.000000,6092.000000,6660
2022-11-25,6085.000000,6096.000000,6075.000000,6084.000000,6084.000000,3080
2022-11-28,6119.000000,6119.000000,6051.000000,6051.000000,6051.000000,3590
2022-11-29,6041.000000,6150.000000,6031.000000,6063.000000,6063.000000,4190
2022-11-30,6065.000000,6118.000000,6065.000000,6116.000000,6116.000000,3010
2022-12-01,6086.000000,6105.000000,6060.000000,6087.000000,6087.000000,1670
2022-12-02,6089.000000,6096.000000,6065.000000,6086.000000,6086.000000,2660
2022-12-05,6037.000000,6070.000000,6037.000000,6068.000000,6068.000000,1740
2022-12-06,6037.000000,6063.000000,6028.000000,6053.000000,6053.000000,2300
2022-12-07,6058.000000,6080.000000,6051.000000,6076.000000,6076.000000,1610
2022-12-08,6091.000000,6108.000000,6086.000000,6108.000000,6108.000000,2550
2022-12-09,6099.000000,6108.000000,6086.000000,6105.000000,6105.000000,1450
2022-12-12,6125.000000,6130.000000,6107.000000,6110.000000,6110.000000,4060
2022-12-13,6123.000000,6136.000000,6123.000000,6132.000000,6132.000000,940
2022-12-14,6132.000000,6136.000000,6121.000000,6125.000000,6125.000000,11920
2022-12-15,6114.000000,6116.000000,6063.000000,6072.000000,6072.000000,2770
2022-12-16,6105.000000,6112.000000,6091.000000,6095.000000,6095.000000,2800
2022-12-19,6102.000000,6102.000000,6084.000000,6094.000000,6094.000000,2280
2022-12-20,6107.000000,6128.000000,5924.000000,5924.000000,5924.000000,17730
2022-12-21,5974.000000,5997.000000,5964.000000,5992.000000,5992.000000,8670
2022-12-22,5987.000000,5997.000000,5985.000000,5996.000000,5996.000000,104380
2022-12-23,5933.000000,5957.000000,5925.000000,5954.000000,5954.000000,6300
2022-12-26,5999.000000,6000.000000,5945.000000,5945.000000,5945.000000,2650
2022-12-27,5964.000000,5988.000000,5963.000000,5974.000000,5974.000000,6350
2022-12-28,6030.000000,6066.000000,6029.000000,6059.000000,6059.000000,4670
2022-12-29,6042.000000,6042.000000,6025.000000,6037.000000,6037.000000,590
2022-12-30,6023.000000,6023.000000,6000.000000,6015.000000,6015.000000,2300
2023-01-04,6014.000000,6026.000000,5993.000000,6013.000000,6013.000000,2950
2023-01-05,6120.000000,6123.000000,6092.000000,6121.000000,6121.000000,6430
2023-01-06,6094.000000,6147.000000,6086.000000,6147.000000,6147.000000,5970
2023-01-10,6146.000000,6153.000000,6135.000000,6150.000000,6150.000000,5350
2023-01-11,6177.000000,6213.000000,6177.000000,6213.000000,6213.000000,6100
2023-01-12,6175.000000,6186.000000,6156.000000,6182.000000,6182.000000,29220
2023-01-13,6113.000000,6116.000000,6092.000000,6095.000000,6095.000000,4720
2023-01-16,6118.000000,6125.000000,6100.000000,6104.000000,6104.000000,3340
2023-01-17,6134.000000,6145.000000,6116.000000,6126.000000,6126.000000,10580
2023-01-18,6102.000000,6215.000000,6102.000000,6186.000000,6186.000000,23690
2023-01-19,6101.000000,6106.000000,6071.000000,6089.000000,6089.000000,5720
2023-01-20,6171.000000,6199.000000,6171.000000,6197.000000,6197.000000,6230
2023-01-23,6204.000000,6235.000000,6201.000000,6225.000000,6225.000000,6130
2023-01-24,6278.000000,6288.000000,6267.000000,6275.000000,6275.000000,10340
2023-01-25,6290.000000,6290.000000,6257.000000,6270.000000,6270.000000,8370
2023-01-26,6270.000000,6275.000000,6251.000000,6269.000000,6269.000000,1820
2023-01-27,6246.000000,6254.000000,6217.000000,6239.000000,6239.000000,3420
2023-01-30,6239.000000,6251.000000,6208.000000,6239.000000,6239.000000,4670
2023-01-31,6237.000000,6240.000000,6212.000000,6212.000000,6212.000000,1190
2023-02-01,6204.000000,6248.000000,6199.000000,6248.000000,6248.000000,13480
2023-02-02,6257.000000,6259.000000,6231.000000,6242.000000,6242.000000,3790
2023-02-03,6142.000000,6145.000000,6121.000000,6125.000000,6125.000000,7070
2023-02-06,6122.000000,6168.000000,6122.000000,6150.000000,6150.000000,4110
2023-02-07,6173.000000,6175.000000,6165.000000,6172.000000,6172.000000,1710
2023-02-08,6115.000000,6133.000000,6106.000000,6132.000000,6132.000000,2790
2023-02-09,6129.000000,6167.000000,6126.000000,6151.000000,6151.000000,3050
2023-02-10,6096.000000,6114.000000,6070.000000,6086.000000,6086.000000,17090
2023-02-13,6102.000000,6120.000000,6094.000000,6113.000000,6113.000000,2900
2023-02-14,6114.000000,6115.000000,6091.000000,6115.000000,6115.000000,2500
2023-02-15,6136.000000,6143.000000,6114.000000,6122.000000,6122.000000,4580
2023-02-16,6121.000000,6135.000000,6114.000000,6125.000000,6125.000000,1820
2023-02-17,6115.000000,6133.000000,6114.000000,6130.000000,6130.000000,1520
2023-02-20,6150.000000,6160.000000,6141.000000,6155.000000,6155.000000,3050
2023-02-21,6151.000000,6161.000000,6142.000000,6151.000000,6151.000000,3300
2023-02-22,6163.000000,6165.000000,6151.000000,6165.000000,6165.000000,8230
2023-02-24,6112.000000,6126.000000,6100.000000,6110.000000,6110.000000,8290
2023-02-27,6150.000000,6150.000000,6127.000000,6137.000000,6137.000000,2320
2023-02-28,6158.000000,6162.000000,6144.000000,6146.000000,6146.000000,1850
2023-03-01,6188.000000,6221.000000,6184.000000,6218.000000,6218.000000,6820
2023-03-02,6225.000000,6225.000000,6209.000000,6225.000000,6225.000000,2630
2023-03-03,6245.000000,6254.000000,6243.000000,6254.000000,6254.000000,3700
2023-03-06,6270.000000,6270.000000,6247.000000,6257.000000,6257.000000,3040
2023-03-07,6247.000000,6257.000000,6237.000000,6255.000000,6255.000000,2750
2023-03-08,6203.000000,6210.000000,6183.000000,6210.000000,6210.000000,4610
2023-03-09,6191.000000,6195.000000,6165.000000,6172.000000,6172.000000,6410
2023-03-10,6209.000000,6230.000000,6195.000000,6220.000000,6220.000000,3770
2023-03-13,6309.000000,6309.000000,6270.000000,6283.000000,6283.000000,10100
2023-03-14,6339.000000,6360.000000,6328.000000,6349.000000,6349.000000,15930
2023-03-15,6363.000000,6372.000000,6348.000000,6363.000000,6363.000000,12240
2023-03-16,6360.000000,6360.000000,6311.000000,6350.000000,6350.000000,6430
2023-03-17,6374.000000,6401.000000,6359.000000,6395.000000,6395.000000,19640
2023-03-20,6517.000000,6530.000000,6486.000000,6530.000000,6530.000000,16930
2023-03-22,6448.000000,6448.000000,6381.000000,6397.000000,6397.000000,28090
2023-03-23,6427.000000,6445.000000,6408.000000,6431.000000,6431.000000,11730
2023-03-24,6481.000000,6493.000000,6433.000000,6453.000000,6453.000000,11220
2023-03-27,6431.000000,6439.000000,6415.000000,6421.000000,6421.000000,6730
2023-03-28,6396.000000,6396.000000,6356.000000,6374.000000,6374.000000,5620
2023-03-29,6422.000000,6448.000000,6422.000000,6444.000000,6444.000000,4270
2023-03-30,6470.000000,6475.000000,6452.000000,6461.000000,6461.000000,5020
2023-03-31,6547.000000,6564.000000,6533.000000,6544.000000,6544.000000,7670
2023-04-03,6495.000000,6495.000000,6466.000000,6481.000000,6481.000000,6080
2023-04-04,6533.000000,6546.000000,6522.000000,6544.000000,6544.000000,9810
2023-04-05,6600.000000,6627.000000,6597.000000,6623.000000,6623.000000,18060
2023-04-06,6578.000000,6578.000000,6547.000000,6575.000000,6575.000000,25780
2023-04-07,6579.000000,6587.000000,6550.000000,6584.000000,6584.000000,5230
2023-04-10,6581.000000,6593.000000,6558.000000,6569.000000,6569.000000,23920
2023-04-11,6604.000000,6627.000000,6601.000000,6615.000000,6615.000000,19540
2023-04-12,6654.000000,6720.000000,6654.000000,6714.000000,6714.000000,16630
2023-04-13,6687.000000,6687.000000,6669.000000,6674.000000,6674.000000,25330
2023-04-14,6718.000000,6737.000000,6713.000000,6728.000000,6728.000000,19100
2023-04-17,6670.000000,6700.000000,6646.000000,6700.000000,6700.000000,12500
2023-04-18,6667.000000,6692.000000,6658.000000,6685.000000,6685.000000,6570
2023-04-19,6679.000000,6698.000000,6678.000000,6683.000000,6683.000000,16680
2023-04-20,6671.000000,6694.000000,6668.000000,6680.000000,6680.000000,10380
2023-04-21,6683.000000,6685.000000,6628.000000,6628.000000,6628.000000,18460
2023-04-24,6601.000000,6617.000000,6593.000000,6611.000000,6611.000000,9940
2023-04-25,6641.000000,6674.000000,6639.000000,6652.000000,6652.000000,5800
2023-04-26,6650.000000,6650.000000,6620.000000,6633.000000,6633.000000,5390
2023-04-27,6607.000000,6644.000000,6601.000000,6642.000000,6642.000000,5310
2023-04-28,6602.000000,6659.000000,6599.000000,6654.000000,6654.000000,14740
2023-05-01,6719.000000,6743.000000,6713.000000,6739.000000,6739.000000,22660
2023-05-02,6759.000000,6783.000000,6756.000000,6779.000000,6779.000000,24830
2023-05-08,6768.000000,6779.000000,6750.000000,6765.000000,6765.000000,27740
2023-05-09,6780.000000,6793.000000,6773.000000,6789.000000,6789.000000,7610
2023-05-10,6847.000000,6851.000000,6820.000000,6828.000000,6828.000000,9750
2023-05-11,6771.000000,6791.000000,6762.000000,6791.000000,6791.000000,24690
2023-05-12,6737.000000,6743.000000,6715.000000,6720.000000,6720.000000,15910
2023-05-15,6772.000000,6824.000000,6770.000000,6824.000000,6824.000000,12020
2023-05-16,6800.000000,6814.000000,6789.000000,6797.000000,6797.000000,8240
2023-05-17,6741.000000,6761.000000,6732.000000,6759.000000,6759.000000,9510
2023-05-18,6763.000000,6774.000000,6750.000000,6759.000000,6759.000000,11210
2023-05-19,6731.000000,6747.000000,6720.000000,6744.000000,6744.000000,6730
2023-05-22,6760.000000,6769.000000,6741.000000,6763.000000,6763.000000,4100
2023-05-23,6780.000000,6782.000000,6733.000000,6753.000000,6753.000000,5750
2023-05-24,6789.000000,6792.000000,6774.000000,6792.000000,6792.000000,8370
2023-05-25,6765.000000,6784.000000,6762.000000,6777.000000,6777.000000,4180
2023-05-26,6739.000000,6768.000000,6729.000000,6743.000000,6743.000000,8210
2023-05-29,6783.000000,6785.000000,6767.000000,6782.000000,6782.000000,18590
2023-05-30,6768.000000,6770.000000,6736.000000,6752.000000,6752.000000,4860
2023-05-31,6786.000000,6796.000000,6771.000000,6793.000000,6793.000000,8440
2023-06-01,6789.000000,6810.000000,6778.000000,6810.000000,6810.000000,20050
2023-06-02,6810.000000,6831.000000,6799.000000,6829.000000,6829.000000,8850
2023-06-05,6778.000000,6780.000000,6750.000000,6761.000000,6761.000000,56380
2023-06-06,6776.000000,6794.000000,6774.000000,6781.000000,6781.000000,5470
2023-06-07,6795.000000,6800.000000,6781.000000,6790.000000,6790.000000,4500
2023-06-08,6746.000000,6765.000000,6746.000000,6759.000000,6759.000000,21250
2023-06-09,6773.000000,6793.000000,6768.000000,6793.000000,6793.000000,8250
